"","NMFS_DNA_ID","BOX_ID","BOX_POSITION","SAMPLE_ID","Pop","LENGTH","gender","COLLECTION_DATE","ESTIMATED_DATE","PICKER","PICK_DATE","TRIB_1","TRIB_2","WATER_NAME","REACH_SITE","HATCHERY","LOCATION_COMMENTS_F","Sample_ID","R04944","R04944.1","Omy_AldA","Omy_AldA.1","SexID","SexID.1","SH95489.423","SH95489.423.1","SH100771.63","SH100771.63.1","SH102510.682","SH102510.682.1","SH105115.367","SH105115.367.1","SH108735.311","SH108735.311.1","SH110201.359","SH110201.359.1","SH113128.73","SH113128.73.1","SH117286.374","SH117286.374.1","SH119892.365","SH119892.365.1","SH127645.308","SH127645.308.1","OMGH1PROM1.SNP1","OMGH1PROM1.SNP1.1","Omy_arp.630","Omy_arp.630.1","SH96222.125","SH96222.125.1","SH100974.386","SH100974.386.1","SH102867.443","SH102867.443.1","SH105385.406","SH105385.406.1","SH109243.222","SH109243.222.1","SH110362.585","SH110362.585.1","SH114315.438","SH114315.438.1","SH117370.400","SH117370.400.1","SH120255.332","SH120255.332.1","SH128851.273","SH128851.273.1","Omy_aspAT.123","Omy_aspAT.123.1","Omy_g12.82","Omy_g12.82.1","SH97077.73","SH97077.73.1","SH101554.306","SH101554.306.1","SH103350.395","SH103350.395.1","SH105386.347","SH105386.347.1","SH109525.403","SH109525.403.1","SH110689.148","SH110689.148.1","SH114448.87","SH114448.87.1","SH117540.259","SH117540.259.1","SH120950.569","SH120950.569.1","SH128996.481","SH128996.481.1","Omy_COX1.221","Omy_COX1.221.1","Omy_gh.475","Omy_gh.475.1","SH97954.618","SH97954.618.1","SH101770.410","SH101770.410.1","SH103577.379","SH103577.379.1","SH105714.265","SH105714.265.1","SH109651.445","SH109651.445.1","SH111666.301","SH111666.301.1","SH114587.480","SH114587.480.1","SH117815.81","SH117815.81.1","SH121006.131","SH121006.131.1","SH129870.756","SH129870.756.1","Omy_nramp.146","Omy_nramp.146.1","Omy_gsdf.291","Omy_gsdf.291.1","SH98188.405","SH98188.405.1","SH101832.195","SH101832.195.1","SH103705.558","SH103705.558.1","SH106172.332","SH106172.332.1","SH109693.461","SH109693.461.1","SH112208.328","SH112208.328.1","SH114976.223","SH114976.223.1","SH118175.396","SH118175.396.1","SH123044.128","SH123044.128.1","SH130524.160","SH130524.160.1","Omy_Ogo4.304","Omy_Ogo4.304.1","Omy_mapK3.103","Omy_mapK3.103.1","SH98409.549","SH98409.549.1","SH101993.189","SH101993.189.1","SH104519.624","SH104519.624.1","SH106313.445","SH106313.445.1","SH109874.148","SH109874.148.1","SH112301.202","SH112301.202.1","SH115987.812","SH115987.812.1","SH118654.91","SH118654.91.1","SH125998.61","SH125998.61.1","SH130720.100","SH130720.100.1","OMY_PEPA.INT6","OMY_PEPA.INT6.1","Omy_mcsf.371","Omy_mcsf.371.1","SH98683.165","SH98683.165.1","SH102420.634","SH102420.634.1","SH105075.162","SH105075.162.1","SH107074.217","SH107074.217.1","SH110064.419","SH110064.419.1","SH112820.82","SH112820.82.1","SH116733.349","SH116733.349.1","SH118938.341","SH118938.341.1","SH127236.583","SH127236.583.1","SH131460.646","SH131460.646.1","ONMYCRBF_1.SNP1","ONMYCRBF_1.SNP1.1","SH95318.147","SH95318.147.1","SH99300.202","SH99300.202.1","SH102505.102","SH102505.102.1","SH105105.448","SH105105.448.1","SH107285.69","SH107285.69.1","SH110078.294","SH110078.294.1","SH113109.205","SH113109.205.1","SH117259.96","SH117259.96.1","SH119108.357","SH119108.357.1","SH127510.920","SH127510.920.1","SH131965.120","SH131965.120.1"
"142","M074111","M748","7B","DO071014FMA001","FMA",125,12,"7/10/14",NA,"EC","9/22/14","American River","","Middle Fork American River","Above French Meadows",NA,"Above Natural Historical Barrier","M074111_M748_7B",4,4,3,3,6,6,3,1,4,4,2,2,2,2,1,3,2,1,2,3,1,1,2,2,4,4,1,1,3,3,3,1,3,1,2,2,3,1,3,4,2,2,2,1,2,4,4,4,1,1,1,1,2,4,4,1,1,1,3,3,3,3,4,4,3,3,1,1,2,1,2,1,2,2,4,1,4,2,1,3,1,1,1,1,1,1,3,3,4,1,1,1,1,3,2,2,1,3,3,3,3,1,1,1,3,4,3,3,2,2,4,4,3,1,2,1,1,1,1,3,2,2,3,1,1,1,2,4,1,4,3,1,2,2,4,4,1,1,3,3,4,4,2,2,3,3,1,1,4,2,4,4,2,2,2,1,2,4,2,1,4,2,1,1,1,1,3,3,1,1,1,1,3,3,4,4,4,4,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3
"143","M074112","M748","7C","DO071014FMA002","FMA",165,12,"7/10/14",NA,"EC","9/22/14","American River","","Middle Fork American River","Above French Meadows",NA,"Above Natural Historical Barrier","M074112_M748_7C",4,4,3,3,6,6,3,1,4,4,2,2,2,2,3,3,2,1,2,3,1,4,2,2,4,4,1,4,3,3,1,1,3,3,2,2,3,1,3,4,2,2,1,1,4,4,1,1,1,1,1,1,4,4,4,1,1,1,3,4,3,3,4,4,3,3,1,1,2,2,1,1,2,2,1,1,4,2,1,1,3,1,1,1,1,3,3,3,4,4,1,1,1,3,2,2,1,3,3,3,3,1,3,3,3,4,3,3,2,2,4,4,3,1,1,1,1,1,3,3,2,2,3,1,4,1,4,4,1,4,1,1,1,1,4,4,1,1,3,3,4,4,2,2,1,3,1,1,2,2,3,4,2,2,2,2,2,2,1,1,2,2,1,1,1,1,3,3,1,1,3,3,1,3,4,4,4,4,3,3,3,3,4,4,2,1,3,3,3,3,3,3,1,3
"144","M074113","M748","7D","AB071114NFLC001","NFLC",152,13,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074113_M748_7D",4,4,3,3,7,6,3,1,4,4,2,1,2,2,1,1,2,1,3,3,1,1,2,2,4,4,4,4,1,3,1,1,3,1,2,2,1,1,3,3,2,2,1,1,4,4,1,4,1,1,1,1,2,4,4,4,1,1,3,4,3,3,2,4,3,3,1,1,0,0,2,2,2,2,4,1,2,2,1,1,3,3,1,1,1,1,3,3,4,4,1,1,1,1,2,2,1,3,3,3,1,1,3,3,3,3,3,3,2,2,4,4,3,3,2,1,4,1,3,3,2,3,1,1,1,1,4,4,4,4,1,1,2,1,4,4,1,1,3,3,2,4,2,1,1,3,1,1,4,2,3,3,2,2,2,2,2,2,2,1,4,4,1,1,1,1,3,3,1,1,3,3,3,3,4,4,2,4,1,1,2,3,2,2,2,2,3,3,3,3,1,3,1,1
"145","M074114","M748","7E","AB071114NFLC002","NFLC",127,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074114_M748_7E",4,4,3,3,6,6,1,1,4,4,2,1,2,2,1,3,2,2,3,3,1,1,2,2,4,4,1,4,1,3,3,1,3,3,2,2,3,1,3,4,2,2,1,1,4,4,4,4,1,1,3,1,2,4,4,4,3,1,3,3,3,3,2,4,4,4,1,1,1,1,2,2,2,1,1,1,4,2,1,3,1,1,1,1,1,3,3,3,4,1,1,1,1,3,2,2,1,3,3,3,1,1,3,3,3,3,3,3,2,1,4,4,3,1,1,1,1,1,1,3,2,3,1,1,1,1,4,4,4,4,1,1,2,1,4,4,1,1,3,3,2,4,2,2,3,3,3,3,4,2,3,4,2,2,2,1,2,2,1,1,4,2,1,3,1,1,3,3,1,1,3,3,3,3,4,4,4,4,1,3,2,3,4,4,2,2,3,3,3,3,1,3,3,3
"146","M074115","M748","7F","AB071114NFLC003","NFLC",127,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074115_M748_7F",4,4,3,3,6,6,1,1,4,4,1,1,2,2,1,1,2,2,2,2,1,1,2,2,4,4,4,4,3,3,1,1,3,3,2,2,3,1,3,4,2,2,2,1,4,4,4,4,1,1,0,0,2,2,4,4,3,3,3,3,3,3,2,4,4,4,1,1,2,1,2,2,1,1,4,4,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,3,2,2,3,3,3,3,3,1,3,1,3,4,3,3,1,1,4,4,1,1,2,2,1,1,3,3,2,3,1,1,1,1,4,4,1,4,1,1,1,1,4,4,1,1,3,3,4,4,2,2,1,3,3,3,4,4,4,4,2,2,1,1,2,2,1,1,4,2,1,3,1,1,3,3,1,1,3,3,3,3,4,4,4,4,1,3,2,3,2,4,2,2,3,3,3,3,1,1,1,3
"147","M074116","M748","7G","AB071114NFLC004","NFLC",165,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074116_M748_7G",4,4,3,3,6,6,1,1,4,4,2,2,2,2,3,3,2,1,2,3,1,1,2,2,4,4,1,4,3,3,3,1,1,1,2,2,3,1,3,3,2,2,1,1,2,4,1,4,1,1,3,3,2,2,4,4,3,3,3,3,3,3,4,4,4,4,1,1,0,0,2,2,2,1,4,1,4,2,1,1,1,1,4,4,1,1,3,3,1,1,1,1,3,3,2,2,3,3,3,3,3,1,3,3,3,3,3,3,2,2,4,4,3,1,2,1,4,4,3,3,2,2,1,1,4,1,4,4,1,4,1,1,2,1,4,4,1,1,3,3,4,4,2,2,3,3,1,1,4,2,3,4,2,2,2,1,2,2,2,1,4,4,3,3,1,1,3,3,1,1,1,3,1,3,4,4,4,4,3,3,3,3,2,4,2,2,3,3,3,3,1,1,3,3
"148","M074117","M748","7H","AB071114NFLC005","NFLC",146,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074117_M748_7H",4,4,3,3,6,6,1,1,4,4,2,2,2,2,1,1,2,2,2,2,1,1,2,2,4,4,4,4,1,3,1,1,3,1,2,2,3,1,4,4,2,2,1,1,4,4,1,4,1,1,1,1,2,2,4,4,1,1,3,4,3,3,4,4,4,4,1,1,1,1,2,2,2,2,4,1,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,3,2,2,1,3,1,3,1,1,3,3,3,4,3,3,2,2,4,4,1,1,2,1,4,1,3,3,2,2,1,1,4,1,4,4,1,1,1,1,2,1,4,4,1,1,3,3,4,4,2,1,1,3,3,3,4,4,4,4,2,2,2,2,2,2,1,1,4,4,1,3,1,1,3,3,1,1,3,3,3,3,4,4,4,4,1,3,2,3,2,4,2,2,3,3,3,3,1,1,1,3
"149","M074118","M748","8A","AB071114NFLC006","NFLC",114,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074118_M748_8A",2,4,3,3,6,6,1,1,4,1,2,2,2,2,1,3,2,1,3,3,1,1,2,1,4,4,1,4,3,3,1,1,3,1,2,2,3,1,3,3,2,2,1,1,2,4,4,4,1,1,1,1,2,4,4,4,1,1,3,3,3,3,2,4,4,4,1,3,2,1,2,2,2,2,4,4,2,2,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,3,2,1,1,3,3,3,3,1,3,3,3,3,3,3,1,1,4,1,3,3,2,1,1,1,3,3,2,2,1,1,4,1,4,4,1,4,3,1,2,1,4,4,1,1,3,3,4,4,2,1,3,3,1,1,4,4,3,4,2,1,2,1,2,2,2,1,4,4,1,3,1,4,2,3,1,1,1,3,1,3,4,4,4,4,1,1,3,3,2,4,2,2,3,3,3,3,1,1,3,3
"150","M074119","M748","8B","AB071114NFLC007","NFLC",165,13,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074119_M748_8B",4,4,3,3,7,6,1,1,4,4,2,2,2,2,1,3,2,1,3,3,1,1,1,1,4,4,1,4,1,3,1,1,3,1,2,2,3,1,3,3,2,2,1,1,2,4,4,4,1,1,1,1,2,4,4,4,3,1,3,4,3,3,2,4,3,3,1,1,0,0,2,2,2,2,4,1,2,2,1,3,1,1,1,1,1,1,3,3,4,1,1,1,1,1,2,2,1,3,3,3,3,1,3,3,3,4,3,3,2,1,4,4,3,1,2,1,1,1,3,3,2,2,1,1,1,1,4,4,1,4,1,1,2,1,4,4,1,1,3,3,2,4,1,1,1,3,1,1,4,4,3,4,2,1,2,1,2,2,1,1,4,2,1,1,1,1,3,3,1,1,1,3,3,3,4,4,4,4,3,3,3,3,4,4,2,2,3,3,3,3,3,3,0,0
"151","M074120","M748","8C","AB071114NFLC008","NFLC",95,13,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074120_M748_8C",4,4,3,3,7,6,1,1,4,4,2,2,2,2,1,1,2,2,2,3,1,1,2,2,4,4,4,4,3,3,1,1,3,1,2,2,3,1,3,4,2,2,2,1,2,2,4,4,1,1,1,1,2,4,4,1,3,3,3,3,3,3,4,4,4,4,1,1,0,0,2,2,1,1,4,1,2,2,1,1,1,1,1,1,1,3,3,3,4,1,1,1,3,3,2,2,1,3,3,3,1,1,3,1,3,3,3,3,1,1,4,4,1,1,2,1,4,1,3,3,2,2,1,1,4,1,4,4,1,4,1,1,1,1,4,4,1,1,3,3,4,4,2,2,1,3,3,1,4,2,3,3,2,2,2,1,2,2,2,1,4,4,1,1,1,4,3,3,1,1,1,3,3,3,4,4,4,4,1,3,2,3,2,4,2,2,3,3,3,3,1,3,1,1
"152","M074121","M748","8D","AB071114NFLC009","NFLC",127,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074121_M748_8D",4,4,3,3,6,6,1,1,4,4,2,2,2,2,1,1,2,2,2,3,1,1,2,2,4,4,1,4,1,3,1,1,3,1,2,2,1,1,4,4,2,2,1,1,4,4,1,4,1,1,1,1,2,2,4,4,3,3,3,3,3,3,4,4,3,3,1,1,1,1,2,2,2,2,4,1,2,2,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,3,2,2,1,1,1,3,1,1,3,3,3,3,3,3,2,2,4,4,3,1,1,1,1,1,3,3,2,2,1,1,4,1,4,4,4,4,1,1,2,1,4,4,2,1,3,3,4,4,2,2,1,3,3,3,4,4,4,4,2,2,2,2,2,2,2,1,4,4,1,3,1,1,3,3,1,1,3,3,3,3,4,4,4,4,1,3,3,3,2,4,2,2,3,3,3,1,1,1,1,3
"153","M074122","M748","8E","AB071114NFLC010","NFLC",178,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074122_M748_8E",4,4,3,3,6,6,1,1,4,4,1,1,2,2,1,3,2,2,2,3,1,1,2,1,4,4,1,4,3,3,1,1,3,3,2,2,3,1,3,4,2,2,1,1,4,4,1,4,1,1,1,1,2,4,4,4,1,1,3,4,3,3,2,4,4,4,1,1,1,1,2,2,2,1,1,1,2,2,1,1,3,3,1,1,1,3,3,3,4,1,1,1,3,3,2,2,3,3,3,3,1,1,3,3,3,3,3,3,1,1,4,4,3,3,1,1,1,1,3,3,2,2,1,1,1,1,4,4,1,1,3,1,2,2,4,4,1,1,3,3,2,4,2,2,1,3,1,1,4,2,4,4,2,2,2,1,2,2,2,1,4,2,1,1,1,4,3,3,1,1,3,3,1,1,4,4,4,4,1,3,2,2,2,4,2,2,3,3,3,3,1,3,3,3
"154","M074123","M748","8F","AB071114NFLC011","NFLC",133,13,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074123_M748_8F",2,4,3,3,7,6,1,1,4,1,2,1,2,3,1,1,2,2,3,3,1,1,2,1,4,4,1,4,3,3,1,1,3,3,2,2,3,1,3,4,2,2,2,1,4,4,1,4,1,1,3,1,2,4,4,4,3,3,3,3,3,3,4,4,4,4,1,3,0,0,2,2,2,1,4,1,2,2,1,1,3,1,1,1,1,3,3,3,1,1,1,1,1,3,2,1,1,3,1,3,1,1,3,1,3,4,3,3,2,1,4,4,3,3,2,2,4,1,3,3,2,2,1,1,4,1,4,4,1,4,1,1,1,1,4,4,1,1,3,3,2,4,2,2,3,3,3,3,4,4,4,4,2,2,2,2,2,2,1,1,4,4,1,1,1,1,2,3,1,1,3,3,1,3,4,4,4,4,3,3,2,3,2,2,2,2,3,3,3,3,1,1,3,3
"155","M074124","M748","8G","AB071114NFLC012","NFLC",89,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074124_M748_8G",4,4,3,3,6,6,1,1,4,4,2,1,2,2,1,3,2,1,2,2,1,1,1,1,4,4,4,4,3,3,1,1,3,3,2,2,3,1,3,3,2,2,1,1,2,4,4,4,1,1,1,1,2,4,4,4,3,1,3,3,3,3,2,4,3,3,1,1,0,0,2,2,2,2,1,1,2,2,1,1,3,1,1,1,1,1,3,3,1,1,1,1,3,3,2,2,3,3,3,3,1,1,3,3,3,3,3,3,2,1,4,4,3,1,1,1,4,1,3,3,2,3,1,1,1,1,4,4,1,4,1,1,2,1,4,4,1,1,3,3,2,4,2,2,3,3,1,1,4,2,4,4,2,2,2,2,2,2,1,1,4,2,1,1,1,4,3,3,1,1,3,3,3,3,4,4,4,4,1,3,2,3,2,4,2,2,3,3,3,3,1,3,3,3
"156","M074125","M748","8H","AB071114NFLC013","NFLC",178,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074125_M748_8H",2,4,3,3,6,6,1,1,4,4,2,2,2,2,3,3,2,2,3,3,1,1,2,1,4,4,4,4,3,3,1,1,3,3,2,2,3,3,3,3,2,2,1,1,4,4,4,4,1,1,1,1,2,2,4,1,1,1,3,3,3,3,2,4,4,4,1,3,1,1,2,2,2,2,4,4,4,2,1,1,3,1,1,1,1,1,3,3,1,1,1,1,1,3,2,1,3,3,3,3,1,1,3,3,4,4,3,3,1,1,4,4,3,1,1,1,1,1,3,3,2,2,1,1,4,4,4,4,4,4,1,1,2,2,4,4,2,1,3,3,2,2,2,1,1,3,1,1,2,2,3,4,2,1,2,2,2,2,1,1,2,2,1,1,1,4,2,3,1,1,3,3,1,3,4,4,4,4,1,3,3,3,2,4,2,2,3,3,3,3,1,3,1,3
"157","M074126","M748","9A","AB071114NFLC014","NFLC",178,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074126_M748_9A",4,4,3,3,6,6,3,1,4,4,2,2,2,2,3,3,2,1,2,2,1,1,2,2,4,4,4,4,3,3,1,1,3,3,2,2,3,1,3,3,2,2,1,1,4,4,1,4,1,1,1,1,2,4,4,4,3,1,3,4,3,3,4,4,3,4,1,1,1,1,2,1,2,2,4,1,2,2,1,1,1,1,1,1,1,3,3,3,4,1,1,1,1,1,2,2,1,3,3,3,1,1,3,3,3,4,3,3,2,1,4,1,3,1,2,1,4,1,3,3,2,2,3,1,1,1,4,4,4,4,1,1,2,2,4,4,1,1,3,3,4,4,2,1,1,1,1,1,4,4,0,0,2,2,2,1,2,2,2,1,4,2,1,1,1,1,3,3,1,1,3,3,1,3,4,4,2,4,1,1,3,3,2,2,2,2,3,3,3,3,1,3,1,1
"158","M074127","M748","9B","AB071114NFLC015","NFLC",121,13,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074127_M748_9B",4,4,3,3,7,6,1,1,4,4,2,2,2,2,3,3,2,2,3,3,1,1,2,1,4,4,1,4,1,3,3,1,3,1,2,2,3,3,3,4,2,2,1,1,2,4,4,4,1,1,3,1,2,4,4,4,3,3,3,4,3,3,2,4,3,4,1,1,1,1,2,2,1,1,4,1,4,2,1,1,1,1,1,1,3,3,3,3,1,1,1,1,3,3,2,2,1,1,3,3,1,1,3,3,3,3,3,3,2,1,4,4,1,1,1,1,1,1,3,3,2,3,3,1,4,4,4,4,1,4,1,1,2,2,4,4,1,1,3,3,2,4,2,1,1,3,1,1,4,2,3,4,2,2,2,1,2,2,2,1,4,2,1,3,1,1,3,3,1,1,3,3,3,3,4,4,4,4,3,3,3,3,2,4,2,2,3,3,3,3,1,1,3,3
"159","M074128","M748","9C","AB071114NFLC016","NFLC",127,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074128_M748_9C",4,4,3,3,6,6,1,1,4,4,2,1,2,2,1,3,2,1,3,3,1,1,2,2,4,4,1,4,1,3,1,1,1,1,2,2,1,1,3,3,2,2,1,1,2,4,1,1,1,1,3,1,2,2,4,4,3,1,3,4,3,3,2,2,3,4,1,1,2,2,2,2,2,1,4,1,2,2,1,3,1,1,1,1,1,1,3,3,4,1,1,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,1,1,4,4,3,1,2,1,1,1,3,3,2,3,3,1,4,1,4,4,1,4,1,1,2,1,4,4,2,1,1,3,2,4,2,1,1,3,1,1,4,2,4,4,2,2,2,2,2,2,2,1,4,2,1,1,1,1,3,3,1,1,3,3,3,3,4,4,4,4,1,3,3,3,2,4,2,2,3,3,3,3,1,3,3,3
"160","M074129","M748","9D","AB071114NFLC017","NFLC",140,13,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074129_M748_9D",2,4,3,3,7,6,1,1,4,4,2,2,2,2,1,3,2,2,3,3,1,1,2,2,4,4,1,4,1,3,1,1,3,3,2,2,1,1,3,4,2,2,1,1,4,4,1,4,1,1,1,1,4,4,4,4,1,1,3,3,3,3,4,4,3,4,1,3,1,1,2,2,2,2,4,1,2,2,1,1,1,1,1,1,1,1,3,3,4,1,1,1,1,1,2,1,1,3,3,3,1,1,3,1,4,4,3,1,2,1,4,4,3,3,1,1,4,1,1,1,2,2,3,1,4,1,4,4,4,4,1,1,2,2,4,4,2,1,3,3,4,4,2,2,3,3,3,1,4,4,4,4,2,2,1,1,2,2,1,1,4,4,1,1,1,1,2,3,1,1,1,3,3,3,4,4,2,2,3,3,3,3,2,4,2,2,3,3,3,3,1,3,3,3
"161","M074130","M748","9E","AB071114NFLC018","NFLC",89,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074130_M748_9E",4,4,3,3,6,6,1,1,4,4,2,2,2,2,3,3,2,2,3,3,1,1,2,2,4,4,1,1,3,3,1,1,3,3,2,2,3,3,4,4,2,2,1,1,4,4,4,4,1,1,1,1,2,2,4,4,3,1,3,3,3,3,4,4,4,4,1,1,0,0,2,2,2,1,4,4,2,2,1,1,1,1,1,1,1,3,3,3,1,1,1,1,3,3,2,2,1,1,3,3,1,1,3,1,3,4,3,3,1,1,4,4,1,1,2,2,1,1,3,3,2,3,1,1,1,1,4,4,1,4,1,1,2,2,4,4,1,1,3,3,4,4,2,2,1,3,3,3,4,4,3,3,2,2,2,1,2,2,2,2,4,4,1,3,1,4,3,3,1,1,3,3,1,1,4,4,4,4,1,3,3,3,2,4,2,2,3,3,3,3,1,3,1,3
"162","M074131","M748","9F","AB071114NFLC019","NFLC",127,13,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074131_M748_9F",4,4,3,3,7,6,1,1,4,4,2,1,2,2,1,3,2,2,2,2,1,1,2,2,4,4,1,4,3,3,1,1,1,1,2,2,3,3,3,3,2,2,1,1,2,4,4,4,1,1,1,1,2,2,4,4,3,3,3,3,3,3,4,4,4,4,1,1,0,0,2,2,2,2,4,1,4,2,1,1,3,1,1,1,1,1,3,3,4,1,1,1,3,3,2,2,3,3,3,3,1,1,3,3,3,3,3,3,1,1,4,1,3,1,1,1,4,1,3,3,2,2,1,1,4,1,4,4,1,4,1,1,2,1,4,4,1,1,3,3,2,4,2,1,3,3,3,1,4,2,3,4,2,1,2,2,2,2,2,1,4,4,3,3,1,4,3,3,1,1,1,3,1,1,4,4,4,4,1,3,3,3,4,4,2,2,3,3,3,3,3,3,3,3
"163","M074132","M748","9G","AB071114NFLC020","NFLC",32,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074132_M748_9G",4,4,3,3,6,6,1,1,4,4,2,2,2,2,1,1,2,1,3,3,1,1,2,1,4,4,1,4,1,1,1,1,3,1,2,2,1,1,3,4,2,2,1,1,4,4,4,4,1,1,3,3,4,4,4,4,3,1,3,3,3,3,4,4,3,4,1,1,1,1,2,2,1,1,4,1,2,2,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,3,2,2,1,3,3,3,1,1,3,3,3,3,3,3,2,1,4,4,1,1,1,1,1,1,3,3,2,2,3,1,1,1,4,4,1,4,1,1,2,2,4,4,1,1,3,3,4,4,2,2,1,3,3,1,4,4,4,4,2,2,2,2,2,2,2,1,4,4,1,3,1,1,3,3,1,1,3,3,3,3,4,4,4,4,3,3,3,3,2,4,2,2,3,3,3,3,1,1,3,3
"164","M074133","M748","9H","AB071114NFLC021","NFLC",121,12,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074133_M748_9H",4,4,3,3,6,6,1,1,4,4,2,1,2,3,0,0,2,1,0,0,1,1,2,1,4,4,1,4,1,3,1,1,3,3,2,2,3,1,4,4,2,2,1,1,2,2,4,4,1,1,3,1,2,4,0,0,3,3,3,3,3,3,2,2,3,3,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,3,3,0,0,1,1,1,3,2,2,3,3,3,3,0,0,3,1,3,3,3,3,2,1,4,4,3,1,2,1,4,1,3,3,2,2,1,1,4,1,4,4,1,4,1,1,2,1,4,4,1,1,1,3,2,4,2,2,3,3,3,1,4,4,4,4,2,2,1,1,2,2,1,1,4,4,1,3,0,0,3,3,1,1,3,3,0,0,4,4,4,4,1,3,2,3,2,4,2,1,3,3,3,3,1,3,3,3
"165","M074134","M748","10A","AB071114NFLC023","NFLC",83,13,"7/11/14",NA,"EC","9/22/14","American River","Middle Fork American River","North Fork Long Canyon Creek","US and DS of PCWA diversion",NA,"Above Natural Historical Barrier","M074134_M748_10A",4,4,3,3,7,6,1,1,4,4,1,1,2,2,1,1,2,1,2,3,1,1,2,2,4,4,4,4,3,3,3,1,3,3,2,2,3,1,3,4,2,2,2,1,4,4,4,4,1,1,1,1,2,2,4,4,3,3,3,3,3,3,2,4,4,4,1,1,1,1,2,2,2,2,1,1,2,2,1,1,3,1,1,1,1,1,3,3,4,1,1,1,1,3,2,2,1,3,1,3,1,1,3,1,3,3,3,3,1,1,4,4,1,1,2,2,1,1,3,3,2,2,3,3,1,1,4,4,1,4,1,1,2,1,4,4,1,1,3,3,4,4,2,1,3,3,3,3,4,4,4,4,2,1,1,1,2,2,1,1,4,4,1,1,4,4,3,3,1,1,1,3,1,3,4,4,4,4,1,3,2,3,2,4,2,1,3,3,3,3,1,3,1,1
